"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number_effective_residents","reproduction_number_effective_residents_low","reproduction_number_effective_residents_high","reproduction_number","reproduction_number_low","reproduction_number_high","reproduction_number_residents","reproduction_number_residents_low","reproduction_number_residents_high","state","flags"
2020-04-08,2020-07-17T17:55:00.000+02:00,,3154,80,2594,70,521,11,,,,,,,,,,,,,,,,,,,,,,,,,0.83274,0.16726,0.496,0.504,,,,,,,46.0,,27623,1011,22888,791,4735,220,,,,,,,,,,,,,,,,,,,,,,,,,0.828585,0.171415,,,,,,,,,,,0.0791,,27623,1011,22642,753,4860,220,0.823286,0.176714,,,,,46,3,1,0,,,,,,,84.0,87.0,,,222,12,189,10,33,2,10,0,0,0,10,0,,,,374,20,28,1934,-105,,,1174,182,,,0.67,0.46,0.78,,,,0.943,0.869,1.016,,,,"local","1,2,3,4"
2020-04-09,2020-07-17T17:55:00.000+02:00,,3225,71,2644,50,579,58,,,,,,,,,,,,,,,,,,,,,,,,,0.82035,0.17965,0.495,0.505,,,,,,,46.0,,28497,874,23587,699,4910,175,,,,,,,,,,,,,,,,,,,,,,,,,0.827701,0.172299,,,,,,,,,,,0.0812,,28497,874,23317,675,5032,172,0.822498,0.177502,,,,,49,3,1,0,,,,,,,,87.0,,,214,-8,185,-4,29,-4,10,0,0,0,10,0,,,,412,38,22,1845,-89,,,1331,157,,,0.61,0.41,0.74,,,,0.92,0.847,0.993,,,,"local","1,2,3,4"
2020-04-10,2020-07-17T17:55:00.000+02:00,,3273,48,2679,35,591,12,,,,,,,,,,,,,,,,,,,,,,,,,0.81927,0.18073,0.495,0.505,,,,,,,46.0,,29185,688,24110,523,5075,165,,,,,,,,,,,,,,,,,,,,,,,,,0.826109,0.173891,,,,,,,,,,,0.0698,,29185,688,23808,491,5197,165,0.820824,0.179176,,,,,54,5,1,0,,,,,,,,87.0,,,214,0,186,1,28,-1,10,0,0,0,10,0,,,,444,32,43,1658,-187,,,1561,230,,,0.66,0.44,0.78,,,,0.96,0.887,1.033,,,,"local","1,2,3,4"
2020-04-11,2020-07-17T17:55:00.000+02:00,,3285,12,2685,6,596,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,29520,335,24360,250,5160,85,,,,,,,,,,,,,,,,,,,,,,,,,0.825203,0.174797,,,,,,,,,,,0.0358,,29520,335,24038,230,5281,84,0.819878,0.180122,,,,,58,4,1,0,,,,,,,,85.0,,,202,-12,172,-14,30,2,10,0,0,0,10,0,,,,465,21,35,1486,-172,,,1741,180,,,0.46,0.27,0.61,,,,0.906,0.833,0.978,,,,"local","1,2,3,4"
2020-04-12,2020-07-17T17:55:00.000+02:00,,3304,19,2694,9,598,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81835,0.18165,0.495,0.505,,,,,,,46.0,,29736,216,24534,174,5202,42,,,,,,,,,,,,,,,,,,,,,,,,,0.825061,0.174939,,,,,,,,,,,0.088,,29736,216,24207,169,5323,42,0.819743,0.180257,,,,,62,4,1,0,,,,,,,,85.0,,,214,12,183,11,31,1,10,0,0,0,9,-1,,,,467,2,7,1382,-104,,,1860,119,,,0.58,0.37,0.73,,,,0.84,0.767,0.912,,,,"local","1,2,3,4"
2020-04-13,2020-07-17T17:55:00.000+02:00,,3307,3,2707,13,600,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81857,0.18143,0.495,0.505,,,,,,,46.0,,29794,58,24587,53,5207,5,,,,,,,,,,,,,,,,,,,,,,,,,0.825233,0.174767,,,,,,,,,,,0.0517,,29794,58,24255,48,5328,5,0.819897,0.180103,,,,,65,3,1,0,,,,,,,,85.0,,,194,-20,161,-22,33,2,9,-1,0,0,9,0,,,,486,19,17,1344,-38,,,1898,38,,,0.62,0.39,0.77,,,,0.821,0.747,0.895,,,,"local","2,3,4"
2020-04-14,2020-07-17T17:55:00.000+02:00,,3383,76,2760,53,613,13,,,,,,,,,,,,,,,,,,,,,,,,,0.81826,0.18174,0.495,0.505,,,,,,,46.0,,31237,1443,25697,1110,5540,333,,,,,,,,,,,,,,,,,,,,,,,,,0.822646,0.177354,,,,,,,,,,,0.0527,,31237,1443,25248,993,5645,317,0.817273,0.182727,,,,,68,3,1,0,,,,,,,,84.0,,,197,3,163,2,34,1,9,0,0,0,9,0,,,,526,40,21,1254,-90,,,2061,163,,,0.57,0.27,0.65,,,,0.813,0.738,0.889,,,,"local","1,2,3,4"
2020-04-15,2020-07-17T17:55:00.000+02:00,,3433,50,2830,70,614,1,,,,,,,,,,,,,,,,,,,,,,,,,0.82172,0.17828,0.494,0.506,,,,,,,46.0,,32080,843,26343,646,5737,197,,,,,,,,,,,,,,,,,,,,,,,,,0.821166,0.178834,,,,,,,,,,,0.0593,,32080,843,25838,590,5837,192,0.815722,0.184278,,,,,68,0,1,0,0.65,,0.43,0.57,,,83.0,85.0,53.0,96.0,179,-18,144,-19,35,1,9,0,0,0,9,0,,,,552,26,38,1190,-64,,,2175,114,,,0.62,0.35,0.75,,,,0.85,0.775,0.926,,,,"local","1,2,3,4"
2020-04-16,2020-07-17T17:55:00.000+02:00,,3477,44,2858,28,622,8,,,,,,,,,,,,,,,,,,,,,,,,,0.82126,0.17874,0.495,0.505,,,,,,,46.0,,32967,887,27067,724,5900,163,,,,,,,,,,,,,,,,,,,,,,,,,0.821033,0.178967,,,,,,,,,,,0.0496,,32967,887,26503,665,5993,156,0.815577,0.184423,,,,,71,3,1,0,0.671,,0.443,0.557,,,,84.5,,,189,10,157,13,32,-3,9,0,0,0,9,0,,,,579,27,21,1047,-143,,,2359,184,,,0.69,0.46,0.86,,,,0.877,0.801,0.953,,,,"local","1,2,3,4"
2020-04-17,2020-07-17T17:55:00.000+02:00,,3532,55,2907,49,630,8,,,,,,,,,,,,,,,,,,,,,,,,,0.82188,0.17812,0.493,0.507,,,,,,,46.0,,33919,952,27845,778,6074,174,,,,,,,,,,,,,,,,,,,,,,,,,0.820926,0.179074,,,,,,,,,,,0.0578,,33919,952,27207,704,6171,178,0.815118,0.184882,,,,,71,0,1,0,0.671,,0.443,0.557,,,,84.5,,,171,-18,141,-16,30,-2,9,0,0,0,9,0,,,,601,22,22,982,-65,,,2479,120,,,0.75,0.49,0.9,,,,0.85,0.774,0.926,,,,"local","1,2,3,4"
2020-04-18,2020-07-17T17:55:00.000+02:00,,3551,19,2917,10,633,3,,,,,,,,,,,,,,,,,,,,,,,,,0.82169,0.17831,0.493,0.507,,,,,,,46.0,,34434,515,28255,410,6179,105,,,,,,,,,,,,,,,,,,,,,,,,,0.820555,0.179445,,,,,,,,,,,0.0369,,34434,515,27581,374,6281,110,0.814512,0.185488,,,,,74,3,1,0,0.6,,0.467,0.533,,,,85.0,,,183,12,152,11,31,1,9,0,0,0,9,0,,,,627,26,24,881,-101,,,2596,117,,,0.91,0.71,1.11,,,,0.863,0.787,0.939,,,,"local","1,2,3,4"
2020-04-19,2020-07-17T17:55:00.000+02:00,,3559,8,2921,4,637,4,,,,,,,,,,,,,,,,,,,,,,,,,0.82097,0.17903,0.493,0.507,,,,,,,46.0,,34570,136,28359,104,6211,32,,,,,,,,,,,,,,,,,,,,,,,,,0.820336,0.179664,,,,,,,,,,,0.0588,,34570,136,27682,101,6312,31,0.814604,0.185396,,,,,75,1,1,0,0.68,,0.453,0.547,,,,85.0,,,178,-5,148,-4,30,-1,8,-1,0,0,9,0,,,,637,10,26,816,-65,,,2668,72,,,0.87,0.62,1.02,,,,0.827,0.751,0.904,,,,"local","1,3,4"
2020-04-20,2020-07-17T17:55:00.000+02:00,,3590,31,2951,30,667,30,,,,,,,,,,,,,,,,,,,,,,,,,0.81564,0.18436,0.491,0.509,,,,,,,46.0,,35537,967,29104,745,6433,222,,,,,,,,,,,,,,,,,,,,,,,,,0.818977,0.181023,,,,,,,,,,,0.0321,,35537,967,28375,693,6526,214,0.813014,0.186986,,,,,78,3,1,0,0.679,,0.449,0.551,,,83.0,85.0,,,180,2,149,1,31,1,7,-1,0,0,8,-1,,,,670,33,16,797,-19,,,2715,47,,,0.73,0.49,0.89,,,,0.818,0.74,0.896,,,,"local","1,2,3,4"
2020-04-21,2020-07-17T17:55:00.000+02:00,,3638,48,2973,22,681,14,,,,,,,,,,,,,,,,,,,,,,,,,0.81363,0.18637,0.489,0.511,,,,,,,46.0,,36395,858,29717,613,6678,245,,,,,,,,,,,,,,,,,,,,,,,,,0.816513,0.183487,,,,,,,,,,,0.0559,,36395,858,28939,564,6769,243,0.810435,0.189565,,,,,80,2,1,0,0.654,,0.432,0.568,,,83.0,85.0,,,178,-2,147,-2,31,0,7,0,0,0,7,-1,,,,711,41,34,762,-35,,,2796,81,,,0.75,0.51,0.92,,,,0.857,0.779,0.936,,,,"local","1,2,3,4"
2020-04-22,2020-07-17T17:55:00.000+02:00,,3656,18,2979,6,686,5,,,,,,,,,,,,,,,,,,,,,,,,,0.81282,0.18718,0.489,0.511,,,,,,,46.0,,37526,1131,30586,869,6940,262,,,,,,,,,,,,,,,,,,,,,,,,,0.815062,0.184938,,,,,,,,,,,0.0159,,37526,1131,29763,824,7041,272,0.808689,0.191311,,,,,81,1,1,0,0.659,,0.44,0.56,,,83.0,85.0,,,171,-7,143,-4,28,-3,6,-1,0,0,7,0,,,,728,17,27,698,-64,,,2877,81,,,0.57,0.39,0.81,,,,0.833,0.754,0.911,,,,"local","1,2,3,4"
2020-04-23,2020-07-17T17:55:00.000+02:00,,3676,20,2998,19,697,11,,,,,,,,,,,,,,,,,,,,,,,,,0.81137,0.18863,0.49,0.51,,,,,,,46.0,,38242,716,31146,560,7096,156,,,,,,,,,,,,,,,,,,,,,,,,,0.814445,0.185555,,,,,,,,,,,0.0279,,38242,716,30294,531,7192,151,0.808142,0.191858,,,,,84,3,1,0,0.667,,0.453,0.547,,,83.0,85.0,,,157,-14,133,-10,24,-4,5,-1,0,0,6,-1,,,,760,32,,637,-61,,,2955,78,,,0.69,0.46,0.89,,,,0.81,0.731,0.889,,,,"local","1,2,3,4"
2020-04-24,2020-07-17T17:55:00.000+02:00,,3708,32,3007,9,704,7,,,,,,,,,,,,,,,,,,,,,,,,,0.81029,0.18971,0.49,0.51,,,,,,,46.0,,39467,1225,32075,929,7392,296,,,,,,,,,,,,,,,,,,,,,,,,,0.812704,0.187296,,,,,,,,,,,0.0261,,39467,1225,31170,876,7479,287,0.806489,0.193511,,,,,85,1,1,0,0.655,,0.442,0.558,,,84.0,85.0,,,154,-3,129,-4,25,1,5,0,0,0,5,-1,,,,780,20,,602,-35,,,3021,66,,,0.72,0.46,0.9,,,,0.808,0.729,0.888,,,,"local","1,2,3,4"
2020-04-25,2020-07-17T17:55:00.000+02:00,,3723,15,3017,10,706,2,,,,,,,,,,,,,,,,,,,,,,,,,0.81037,0.18963,0.49,0.51,,,,,,,46.0,,40065,598,32548,473,7517,125,,,,,,,,,,,,,,,,,,,,,,,,,0.81238,0.18762,,,,,,,,,,,0.0251,,40065,598,31623,453,7600,121,0.806236,0.193764,,,,,88,3,1,0,0.667,,0.473,0.527,,,83.0,85.0,,,142,-12,119,-10,23,-2,5,0,0,0,5,0,,,,788,8,,556,-46,,,3079,58,,,0.57,0.28,0.73,,,,0.792,0.712,0.873,,,,"local","2,3,4"
2020-04-26,2020-07-17T17:55:00.000+02:00,,3729,6,3020,3,709,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80987,0.19013,0.49,0.51,,,,,,,46.0,,40166,101,32641,93,7525,8,,,,,,,,,,,,,,,,,,,,,,,,,0.812652,0.187348,,,,,,,,,,,0.0594,,40166,101,31710,87,7608,8,0.806501,0.193499,,,,,88,0,1,0,0.674,,0.438,0.562,,,83.0,84.0,,,141,-1,121,2,20,-3,5,0,0,0,5,0,,,,790,2,,546,-10,,,3095,16,,,0.57,0.26,0.72,,,,0.791,0.709,0.873,,,,"local","3,4"
2020-04-27,2020-07-17T17:55:00.000+02:00,,3741,12,3034,14,707,-2,,,,,,,,,,,,,,,,,,,,,,,,,0.81101,0.18899,0.49,0.51,,,,,,,46.0,,40863,697,33190,549,7673,148,,,,,,,,,,,,,,,,,,,,,,,,,0.812226,0.187774,,,,,,,,,,,0.0172,,40863,697,32215,505,7748,140,0.806121,0.193879,,,,,89,1,1,0,0.663,,0.438,0.562,,,83.0,84.5,,,132,-9,112,-9,20,0,5,0,0,0,5,0,,,,804,14,,537,-9,,,3115,20,,,0.62,0.33,0.81,,,,0.786,0.703,0.87,,,,"local","3,4"
2020-04-28,2020-07-17T17:55:00.000+02:00,,3774,33,3050,16,719,12,,,,,,,,,,,,,,,,,,,,,,,,,0.80923,0.19077,0.49,0.51,,,,,,,46.0,,42485,1622,34612,1422,7873,200,,,,,,,,,,,,,,,,,,,,,,,,,0.814688,0.185312,,,,,,,,,,,0.0203,,42485,1622,33587,1372,7944,196,0.808721,0.191279,,,,,89,0,1,0,0.663,,0.438,0.562,,,83.0,84.0,,,137,5,115,3,22,2,3,-2,0,0,3,-2,,,,810,6,,557,20,,,3128,13,,,0.61,0.33,0.81,,,,0.819,0.734,0.903,,,,"local","1,2,3,4"
2020-04-29,2020-07-17T17:55:00.000+02:00,,3790,16,3062,12,722,3,,,,,,,,,,,,,,,,,,,,,,,,,0.8092,0.1908,0.489,0.511,,,,,,,46.0,,44193,1708,36151,1539,8042,169,,,,,,,,,,,,,,,,,,,,,,,,,0.818025,0.181975,,,,,,,,,,,0.0094,,44193,1708,35073,1486,8106,162,0.779894,0.220106,,,,,90,1,1,0,0.656,,0.433,0.567,,,83.0,84.5,,,125,-12,101,-14,24,2,3,0,0,0,3,0,,,,829,19,,492,-65,,,3208,80,,,0.62,0.33,0.82,,,,0.792,0.707,0.877,,,,"local","1,2,3,4"
2020-04-30,2020-07-17T17:55:00.000+02:00,,3804,14,3080,18,722,0,,,,,,,,,,,,,,,,,,,,,,,,,0.8101,0.1899,0.489,0.511,,,,,,,46.0,,46042,1849,37710,1559,8332,290,,,,,,,,,,,,,,,,,,,,,,,,,0.819035,0.180965,,,,,,,,,,,0.0076,,46043,1850,36592,1519,8388,282,0.813517,0.186483,,,,,92,2,1,0,,,,,,,84.0,85.0,,,111,-14,87,-14,24,0,3,0,0,0,3,0,,,,841,12,,451,-41,,,3261,53,,,0.69,0.38,0.88,,,,0.785,0.699,0.871,,,,"local","1,2,3,4"
2020-05-01,2020-07-17T17:55:00.000+02:00,,3811,7,3095,15,717,-5,,,,,,,,,,,,,,,,,,,,,,,,,0.81191,0.18809,0.489,0.511,,,,,,,46.0,,47477,1435,38964,1254,8513,181,,,,,,,,,,,,,,,,,,,,,,,,,0.820692,0.179308,,,,,,,,,,,0.0049,,47478,1435,37827,1235,8567,179,0.815343,0.184657,,,,,93,1,1,0,0.648,,0.44,0.56,,,84.0,85.0,,,123,12,98,11,25,1,3,0,0,0,3,0,,,,845,4,,407,-44,,,3311,50,,,0.69,0.42,0.93,,,,0.778,0.691,0.865,,,,"local","1,2,3,4"
2020-05-02,2020-07-17T17:55:00.000+02:00,,3823,12,3097,2,727,10,,,,,,,,,,,,,,,,,,,,,,,,,0.80988,0.19012,0.489,0.511,,,,,,,46.0,,48113,636,39527,563,8586,73,,,,,,,,,,,,,,,,,,,,,,,,,0.821545,0.178455,,,,,,,,,,,0.0189,,48114,636,38380,553,8635,68,0.816335,0.183665,,,,,96,3,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,117,-6,93,-5,24,-1,3,0,0,0,3,0,,,,850,5,,357,-50,,,3370,59,,,0.75,0.42,0.94,,,,0.769,0.681,0.857,,,,"local","1,3,4"
2020-05-03,2020-07-17T17:55:00.000+02:00,,3827,4,3104,7,724,-3,,,,,,,,,,,,,,,,,,,,,,,,,0.81087,0.18913,0.489,0.511,,,,,,,46.0,,48334,221,39711,184,8623,37,,,,,,,,,,,,,,,,,,,,,,,,,0.821596,0.178404,,,,,,,,,,,0.0181,,48335,221,38558,178,8668,33,0.816457,0.183543,,,,,96,0,1,0,0.632,,0.453,0.547,,,84.0,85.0,,,115,-2,92,-1,23,-1,3,0,0,0,3,0,,,,851,1,,336,-21,,,3395,25,,,0.7,0.37,0.89,,,,0.782,0.693,0.871,,,,"local","1,3,4"
2020-05-04,2020-07-17T17:55:00.000+02:00,,3839,12,3115,11,725,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8112,0.1888,0.489,0.511,,,,,,,46.0,,49302,968,40500,789,8802,179,,,,,,,,,,,,,,,,,,,,,,,,,0.821468,0.178532,,,,,,,,,,,0.0124,,49303,968,39308,750,8841,173,0.816382,0.183618,0.49,0.51,,,98,2,1,0,0.639,0.36,0.454,0.55,,,84.0,85.0,,,112,-3,90,-2,22,-1,3,0,0,0,3,0,,,,856,5,,339,3,,,3402,7,,,0.67,0.33,0.86,,,,0.781,0.691,0.872,,,,"local","1,3,4"
2020-05-05,2020-07-17T17:55:00.000+02:00,,3850,11,3123,8,728,3,,,,,,,,,,,,,,,,,,,,,,,,,0.81096,0.18904,0.489,0.511,,,,,,,46.0,,50538,1236,41499,999,9039,237,,,,,,,,,,,,,,,,,,,,,,,,,0.821144,0.178856,,,,,,,,,,,0.0089,,50539,1236,40264,956,9063,222,0.816267,0.183733,0.49,0.51,,,98,0,1,0,0.64,0.36,0.45,0.55,,,83.0,85.0,,,118,6,98,8,20,-2,3,0,0,0,3,0,,,,860,4,,309,-30,,,3443,41,,,0.67,0.35,0.88,,,,0.779,0.687,0.87,,,,"local","1,3,4"
2020-05-06,2020-07-17T17:55:00.000+02:00,,3859,9,3130,7,729,1,,,,,,,,,,,,,,,,,,,,,,,,,0.81109,0.18891,0.4889,0.5111,,,,,,,46.0,,51879,1341,42530,1031,9349,310,,,,,,,,,,,,,,,,,,,,,,,,,0.819792,0.180208,,,,,,,,,,,0.0067,,51880,1341,41273,1009,9372,309,0.814947,0.185053,0.49,0.51,,,100,2,1,0,0.64,0.36,0.44,0.56,,,83.0,85.0,,,111,-7,90,-8,21,1,3,0,0,0,3,0,,,,868,8,,264,-45,,,3495,52,,,0.64,0.29,0.83,,,,0.783,0.691,0.875,,,,"local","2,3,4"
2020-05-07,2020-07-17T17:55:00.000+02:00,,3870,11,3133,3,738,9,,,,,,,,,,,,,,,,,,,,,,,,,0.80935,0.19065,0.4883,0.5117,,,,,,,46.0,,53315,1436,43544,1014,9771,422,,,,,,,,,,,,,,,,,,,,,,,,,0.816731,0.183269,,,,,,,,,,,0.0077,,53316,1436,42249,976,9789,417,0.811887,0.188113,0.49,0.51,,,100,0,1,0,0.64,0.36,0.44,0.56,,,83.0,84.5,,,96,-15,80,-10,16,-5,3,0,0,0,3,0,,,,873,5,,254,-10,,,3516,21,,,0.69,0.33,0.88,,,,0.767,0.674,0.861,,,,"local","1,2,3,4"
2020-05-08,2020-07-17T17:55:00.000+02:00,,3876,6,3139,6,738,0,,,,,,,,,,,,,,,,,,,,,,,,,0.80965,0.19035,0.4883,0.5117,,,,,,,46.0,,54554,1239,44572,1028,9982,211,,,,,,,,,,,,,,,,,,,,,,,,,0.817025,0.182975,,,,,,,,,,,0.0048,,54555,1239,43241,992,10000,211,0.812175,0.187825,0.49,0.51,,,101,1,1,0,0.64,0.36,0.44,0.56,,,83.0,84.0,,,103,7,88,8,15,-1,3,0,0,0,3,0,,,,874,1,,232,-22,,,3543,27,,,0.69,0.35,0.91,,,,0.773,0.679,0.867,,,,"local","1,3,4"
2020-05-09,2020-07-17T17:55:00.000+02:00,,3885,9,3139,0,747,9,,,,,,,,,,,,,,,,,,,,,,,,,0.80777,0.19223,0.4883,0.5117,,,,,,,46.0,,55247,693,45157,585,10090,108,,,,,,,,,,,,,,,,,,,,,,,,,0.817366,0.182634,,,,,,,,,,,0.013,,55248,693,43812,571,10108,108,0.812537,0.187463,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,93,-10,79,-9,14,-1,3,0,0,0,3,0,,,,879,5,,204,-28,,,3580,37,,,0.67,0.33,0.89,,,,0.765,0.669,0.86,,,,"local","1,3,4"
2020-05-10,2020-07-17T17:55:00.000+02:00,,3887,2,3148,9,740,-7,,,,,,,,,,,,,,,,,,,,,,,,,0.80967,0.19033,0.489,0.511,,,,,,,46.0,,55412,165,45308,151,10104,14,,,,,,,,,,,,,,,,,,,,,,,,,0.817657,0.182343,,,,,,,,,,,0.0121,,55413,165,43957,145,10122,14,0.812829,0.187171,0.49,0.51,,,101,0,1,0,0.65,0.35,0.44,0.56,,,83.0,84.0,,,87,-6,69,-10,18,4,3,0,0,0,3,0,,,,883,4,,187,-17,,,3599,19,,,0.69,0.36,0.93,,,,0.779,0.683,0.876,,,,"local","1,3,4"
2020-05-11,2020-07-17T17:55:00.000+02:00,,3894,7,3153,5,741,1,,,,,,,,,,,,,,,,,,,,,,,,,0.80971,0.19029,0.4889,0.5111,,,,,,,46.0,,56391,979,46127,819,10264,160,,,,,,,,,,,,,,,,,,,,,,,,,0.817985,0.182015,,,,,,,,,,,0.0072,,56392,979,44753,796,10279,157,0.813218,0.186782,0.49,0.51,,,102,1,1,0,0.65,0.35,0.43,0.57,,,83.0,84.5,,,88,1,66,-3,22,4,1,-2,0,0,1,-2,,,,886,3,,185,-2,,,3607,8,,,0.72,0.37,0.95,,,,0.774,0.676,0.872,,,,"local","2,3,4"
2020-05-12,2020-07-17T17:55:00.000+02:00,,3904,10,3161,8,743,2,,,,,,,,,,,,,,,,,,,,,,,,,0.80968,0.19032,0.4883,0.5117,,,,,,,46.0,,57688,1297,47117,990,10571,307,,,,,,,,,,,,,,,,,,,,,,,,,0.816756,0.183244,,,,,,,,,,,0.0077,,57689,1297,45721,968,10579,300,0.812096,0.187904,0.49,0.51,,,103,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,89,1,67,1,22,0,1,0,0,0,1,0,,,,887,1,,174,-11,,,3627,20,,,0.67,0.33,0.91,,,,0.768,0.669,0.867,,,,"local","3,4"
2020-05-13,2020-07-17T17:55:00.000+02:00,,3916,12,3162,1,753,10,,,,,,,,,,,,,,,,,,,,,,,,,0.80766,0.19234,0.4879,0.5121,,,,,,,46.0,,58835,1147,47976,859,10859,288,,,,,,,,,,,,,,,,,,,,,,,,,0.815433,0.184567,,,,,,,,,,,0.0105,,58836,1147,46553,832,10866,287,0.780697,0.219303,0.49,0.51,,,103,0,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,78,-11,67,0,11,-11,1,0,0,0,1,0,,,,895,8,,150,-24,,,3663,36,,,0.75,0.38,0.98,,,,0.775,0.675,0.875,,,,"local","1,2,3,4"
2020-05-14,2020-07-17T17:55:00.000+02:00,,3923,7,3175,13,748,-5,,,,,,,,,,,,,,,,,,,,,,,,,0.80933,0.19067,0.4874,0.5126,,,,,,,46.0,,59988,1153,48864,888,11124,265,,,,,,,,,,,,,,,,,,,,,,,,,0.814563,0.185437,,,,,,,,,,,0.0061,,59989,1153,47420,867,11134,268,0.809851,0.190149,0.49,0.51,,,104,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,82,4,71,4,11,0,1,0,0,0,1,0,,,,898,3,,139,-11,,,3680,17,,,0.78,0.45,1.05,,,,0.787,0.686,0.888,,,,"local","2,3,4"
2020-05-15,2020-07-17T17:55:00.000+02:00,,3932,9,3179,4,751,3,,,,,,,,,,,,,,,,,,,,,,,,,0.80891,0.19109,0.4873,0.5127,,,,,,,46.0,,61207,1219,49842,978,11365,241,,,,,,,,,,,,,,,,,,,,,,,,,0.814319,0.185681,,,,,,,,,,,0.0074,,61208,1219,48380,960,11370,236,0.809707,0.190293,0.49,0.51,,,105,1,1,0,0.65,0.35,0.44,0.56,,,84.0,85.0,,,73,-9,58,-13,15,4,1,0,0,0,1,0,,,,900,2,,131,-8,,,3696,16,,,0.8,0.41,1.02,,,,0.783,0.681,0.884,,,,"local","1,2,3,4"
2020-05-16,2020-07-17T17:55:00.000+02:00,,3945,13,3185,6,760,9,,,,,,,,,,,,,,,,,,,,,,,,,0.80735,0.19265,0.4873,0.5127,,,,,,,46.0,,62154,947,50580,738,11574,209,,,,,,,,,,,,,,,,,,,,,,,,,0.813785,0.186215,,,,,,,,,,,0.0137,,62155,947,49111,731,11578,208,0.809224,0.190776,0.49,0.51,,,106,1,1,0,0.64,0.36,0.45,0.55,,,84.0,85.0,,,63,-10,50,-8,13,-2,1,0,0,0,1,0,,,,900,0,,135,4,,,3704,8,,,0.85,0.54,1.15,,,,0.787,0.684,0.889,,,,"local","2,3,4"
