"date","date_published","spatial_unit","cases","cases_lst","cases_residents","cases_nonresidents","cases_new","cases_lst_new","cases_residents_new","cases_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_age_mean","active","active_change","recovered","recovered_new","tests","tests_lst","tests_residents","tests_nonresidents","tests_new","tests_lst_new","tests_residents_new","tests_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tested_persons","tested_persons_residents","tested_persons_nonresidents","tested_persons_new","tested_persons_residents_new","tested_persons_nonresidents_new","tested_persons_residents_prop","tested_persons_nonresidents_prop","tested_persons_sex_f_prop","tested_persons_sex_m_prop","tested_persons_sex_x_prop","tested_persons_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f","deaths_sex_m","deaths_sex_x","deaths_sex_u","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_normal","hospital_intensive","hospital_total_transfer","hospital_normal_transfer","hospital_intensive_transfer","hospital_total_change","hospital_normal_change","hospital_intensive_change","hospital_total_transfer_change","hospital_normal_transfer_change","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","reproduction_number_effective","reproduction_number_effective_low","reproduction_number_effective_high","reproduction_number","reproduction_number_low","reproduction_number_high","state","flags"
2020-03-05,2020-04-29T17:30:00.000+02:00,,2,,,,1,,,,,,,,,,,2,1,,,37,,28,9,6,,5,1,0.757,0.243,,,,,38,28,10,6,5,1,0.737,0.263,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-06,2020-04-29T17:30:00.000+02:00,,3,,,,1,,,,,,,,,,,3,1,,,46,,34,12,9,,6,3,0.739,0.261,,,,,47,34,13,9,6,3,0.723,0.277,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-07,2020-04-29T17:30:00.000+02:00,,4,,,,1,,,,,,,,,,,4,1,,,52,,40,12,6,,6,0,0.769,0.231,,,,,53,40,13,6,6,0,0.755,0.245,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-08,2020-07-10T17:30:00.000+02:00,,4,,,,0,,,,,,,,,,,4,0,,,52,,40,12,0,,0,0,0.769,0.231,,,,,53,40,13,0,0,0,0.755,0.245,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,,""
2020-03-09,2020-07-10T00:01:00.000+02:00,,4,,,,0,,,,,,,,,,,4,0,0,,68,,55,13,16,,15,1,0.809,0.191,,,,,69,55,14,16,15,1,0.797,0.203,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,"import",""
2020-03-10,2020-07-10T00:01:00.000+02:00,,4,,,,0,,,,,,,,,,,4,0,0,0,93,,76,17,25,,21,4,0.817,0.183,,,,,94,76,18,25,21,4,0.809,0.191,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,,""
2020-03-11,2020-07-10T00:01:00.000+02:00,,6,,,,2,,,,,,,,,,,6,2,0,0,144,,110,34,51,,34,17,0.7639,0.2361,,,,,145,110,35,51,34,17,0.7586,0.2414,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,0,,,,,,,"local",""
2020-03-12,2020-07-10T00:01:00.000+02:00,,21,,,,15,,,,,,,,,,,21,15,0,0,344,,282,62,200,,172,28,0.8198,0.1802,,,,,345,282,63,200,172,28,0.8174,0.1826,,,,,0,0,,,,,0.0,0.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-13,2020-07-10T16:15:00.000+02:00,,45,,,,24,,,,,,,,,,,45,24,0,0,547,,463,84,203,,181,22,0.8464,0.1536,,,,,549,463,86,204,181,23,0.8434,0.1566,,,,,0,0,,,,,0.0,1.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-14,2020-07-10T16:15:00.000+02:00,,66,,,,21,,,,,,,,,,,66,21,0,0,654,,553,101,107,,90,17,0.8456,0.1544,,,,,656,553,103,107,90,17,0.843,0.157,,,,,0,0,,,,,0.0,1.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-15,2020-07-10T16:15:00.000+02:00,,66,,,,0,,,,,,,,,,,66,0,0,0,678,,569,109,24,,16,8,0.8392,0.1608,,,,,680,569,111,24,16,8,0.8368,0.1632,,,,,0,0,,,,,0.0,1.0,,,,,,,,,,,0,0,0,,,0,0,0,0,,,0,,,,,,,,1,,,,,,,"local",""
2020-03-16,2020-07-10T16:15:00.000+02:00,,99,,,,33,,,,,,,,,,,99,33,0,0,1098,,922,176,420,,353,67,0.83971,0.16029,,,,,1100,922,178,420,353,67,0.83818,0.16182,,,,,0,0,,,,,0.0,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0,,,,2,,,0,4,2.64,2.34,2.99,,,,"local",""
2020-03-17,2020-07-10T16:15:00.000+02:00,,221,,,,122,,,,,,,,,,,219,120,0,0,1748,,1485,263,650,,563,87,0.84954,0.15046,,,,,1750,1484,266,650,562,88,0.848,0.152,,,,,2,2,,,,,0.0,3.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,0,3,2.66,2.31,2.8,,,,"local",""
2020-03-18,2020-07-10T16:15:00.000+02:00,,379,,,,158,,,,,,,,,,,377,158,0,0,2698,,2364,334,950,,879,71,0.8762,0.1238,,,,,2705,2362,343,955,878,77,0.8732,0.1268,,,,,2,0,,,,,0.0,3.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,6,,0,3,2.52,2.18,2.58,2.692,2.241,3.143,"local",""
2020-03-19,2020-07-10T16:15:00.000+02:00,,522,,,,143,,,,,,,,,,,519,142,0,0,3669,,3258,411,971,,894,77,0.88798,0.11202,,,,,3678,3256,422,973,894,79,0.88526,0.11474,,,,,3,1,,,,,1.0,3.0,,,,,,,,,,,1,1,0,0,0,0,1,1,0,0,0,0,,,,4,,,0,2,2.26,1.92,2.26,3.166,2.747,3.585,"local",""
2020-03-20,2020-07-10T16:15:00.000+02:00,,697,,,,175,,,,,,,,,,,692,173,0,0,4777,,4239,538,1108,,981,127,0.88738,0.11262,,,,,4789,4236,553,1111,980,131,0.88453,0.11547,,,,,5,2,,,,,2.0,4.0,,,,,,,,,,,21,18,3,0,0,0,20,17,3,0,0,0,,,,5,,,0,2,1.77,1.63,1.93,2.968,2.586,3.35,"local",""
2020-03-21,2020-07-10T16:15:00.000+02:00,,824,,,,127,,,,,,,,,,,818,126,0,0,5259,,4671,588,482,,432,50,0.88819,0.11181,,,,,5272,4666,606,483,430,53,0.88505,0.11495,,,,,6,1,,,,,2.0,5.0,,,,,,,,,,,62,56,6,0,0,0,41,38,3,0,0,0,,,,6,,,8,2,1.82,1.6,1.89,2.787,2.437,3.136,"local",""
2020-03-22,2020-07-10T16:15:00.000+02:00,,845,,,,21,,,,,,,,,,,839,21,0,0,5280,,4692,588,21,,21,0,0.88864,0.11136,,,,,5292,4686,606,20,20,0,0.88549,0.11451,,,,,6,0,,,,,2.0,5.0,,,,,,,,,,,65,63,2,3,0,3,3,7,-4,3,0,3,,,,7,,,0,2,1.77,1.57,1.84,2.562,2.231,2.892,"local",""
2020-03-23,2020-07-10T16:15:00.000+02:00,,1087,,,,242,,,,,,,,,,,1081,242,0,0,6477,,5775,702,1197,,1083,114,0.89162,0.10838,,,,,6506,5764,742,1214,1078,136,0.88595,0.11405,,,,,6,0,,,,,2.0,5.0,,,,,,,,,,,73,71,2,5,0,5,8,8,0,2,0,2,,,,10,,,2,3,1.43,1.25,1.52,2.484,2.133,2.834,"local",""
2020-03-24,2020-07-10T16:15:00.000+02:00,,1280,,,,193,,,,,,,,,,,1274,193,0,0,7453,,6633,820,976,,858,118,0.88998,0.11002,,,,,7504,6619,885,998,855,143,0.88206,0.11794,,,,,6,0,,,,,2.0,5.0,,,,,,,,,,,99,97,2,7,0,7,26,26,0,2,0,2,,,,11,,,4,3,1.3,1.11,1.37,1.979,1.692,2.266,"local",""
2020-03-25,2020-07-10T16:15:00.000+02:00,,1450,,,,170,,,,,,,,,,,1439,165,3,3,8440,,7494,946,987,,861,126,0.88791,0.11209,,,,,8497,7475,1022,993,856,137,0.87972,0.12028,,,,,8,2,,,,,3.0,6.0,,,,,,,,,,,142,128,14,7,0,7,43,31,12,0,0,0,,,,14,,,11,3,1.22,1.07,1.33,1.774,1.495,2.053,"local",""
2020-03-26,2020-07-10T16:15:00.000+02:00,,1713,,,,263,,,,,,0.46,0.54,,,46.0,1700,261,4,1,13925,,11959,1966,5485,,4465,1020,0.858815,0.141185,,,,,13976,11917,2059,5479,4442,1037,0.852676,0.147324,,,,,9,1,,,,,3.0,7.0,,,,,,,80.0,,53.0,,140,120,20,6,0,6,-2,-8,6,-1,0,-1,,,,16,40,,14,4,1.13,0.98,1.24,1.128,0.861,1.396,"local",""
2020-03-27,2020-07-10T16:15:00.000+02:00,,1909,,,,196,,,,,,,,,,,1878,178,17,13,15163,,12974,2189,1238,,1015,223,0.855635,0.144365,,,,,15201,12921,2280,1225,1004,221,0.85001,0.14999,,,,,14,5,,,,,5.0,9.0,,,,,,,,,,,148,128,20,6,0,6,8,8,0,0,0,0,,,,18,,,13,4,1.02,0.88,1.14,1.098,0.846,1.351,"local",""
2020-03-28,2020-07-10T16:15:00.000+02:00,,2036,,,,127,,,,,,,,,,,1977,99,42,25,16135,,13734,2401,972,,760,212,0.851193,0.148807,,,,,16167,13668,2499,966,747,219,0.845426,0.154574,,,,,17,3,,,,,6.0,11.0,,,,,,,,,,,175,152,23,6,0,6,27,24,3,0,0,0,,,,19,,,9,5,0.92,0.73,1.0,1.439,1.285,1.593,"local",""
2020-03-29,2020-07-10T16:15:00.000+02:00,,2080,,1733,255,44,,,,0.87173,0.12827,,,,,,1997,20,62,20,16456,,13976,2480,321,,242,79,0.849295,0.150705,,,,,16483,13905,2578,316,237,79,0.843596,0.156404,,,,,21,4,,,,,9.0,12.0,,,,,,,,,,,181,160,21,6,0,6,6,8,-2,0,0,0,,,,19,80,,13,5,0.88,0.71,0.98,1.368,1.234,1.502,"local","1"
2020-03-30,2020-07-10T16:15:00.000+02:00,,2251,,1883,295,171,,150,40,0.86455,0.13545,,,,,,2167,170,62,0,17669,,14957,2712,1213,,981,232,0.846511,0.153489,,,,,17678,14869,2809,1195,964,231,0.841102,0.158898,,,,,22,1,,,,,10.0,12.0,,,,,,,,,,,180,156,24,6,0,6,-1,-4,3,0,0,0,,,,19,,,4,7,0.98,0.85,1.12,1.281,1.155,1.408,"local","1,2"
2020-03-31,2020-07-10T16:15:00.000+02:00,,2363,,1992,327,112,,109,32,0.85899,0.14101,,,,,,2243,76,94,32,18783,,15805,2978,1114,,848,266,0.841452,0.158548,,,,,18785,15707,3078,1107,838,269,0.836146,0.163854,,,,,26,4,,,,,12.0,14.0,,,,,,,,,,,189,163,26,6,0,6,9,7,2,0,0,0,,,,20,,,21,9,0.96,0.81,1.08,1.241,1.138,1.344,"local","1,2"
2020-04-01,2020-07-10T16:15:00.000+02:00,,2554,,2099,388,191,,107,61,0.84399,0.15601,,,,,,2330,87,197,103,20193,,16912,3281,1410,,1107,303,0.837518,0.162482,,,,,20189,16804,3385,1404,1097,307,0.832334,0.167666,,,,,27,1,,,,,12.0,15.0,,,,,,,,,,,193,166,27,6,0,6,4,3,1,0,0,0,,,,20,,,26,10,0.78,0.62,0.9,1.148,1.055,1.241,"local","1,2"
2020-04-02,2020-07-10T16:15:00.000+02:00,,2683,,2201,411,129,,102,23,0.84265,0.15735,0.49,0.51,,,46.0,2315,-15,340,143,21617,,18121,3496,1424,,1209,215,0.838275,0.161725,,,,,21607,17998,3609,1418,1194,224,0.832971,0.167029,,,,,28,1,1,,,,13.0,15.0,,,,,,,,86.0,,,214,184,30,10,0,10,21,18,3,4,0,4,,,,19,174,,31,10,0.81,0.65,0.93,1.139,1.052,1.226,"local","1,2"
2020-04-03,2020-07-10T16:15:00.000+02:00,,2800,,2291,438,117,,90,27,0.8395,0.1605,0.49,0.51,,,46.0,2298,-17,473,133,22960,,19224,3736,1343,,1103,240,0.837282,0.162718,,,,,22935,19080,3855,1328,1082,246,0.831916,0.168084,,,,,29,1,1,0,,,14.0,15.0,,,,,,,,86.0,,,218,183,35,10,0,10,4,-1,5,0,0,0,,,,18,190,16,32,12,0.87,0.68,0.97,1.075,0.992,1.158,"local","1"
2020-04-04,2020-07-10T16:15:00.000+02:00,,2871,,2351,453,71,,60,15,0.83845,0.16155,0.49,0.51,,,46.0,2202,-96,635,162,23834,,19935,3899,874,,711,163,0.831215,0.16359,,,,,23800,19779,4021,865,699,166,0.83105,0.16895,,,,,34,5,1,0,,,15.0,19.0,,,,,,,,86.0,,,223,190,33,10,0,10,5,7,-2,0,0,0,,,,17,241,51,44,13,0.87,0.7,0.99,1.04,0.96,1.12,"local","1,2"
2020-04-05,2020-07-10T16:15:00.000+02:00,,2910,,2384,459,39,,33,6,0.83855,0.16145,0.49,0.51,,,46.0,2120,-82,754,119,24454,,20384,4070,620,,449,171,0.833565,0.166435,,,,,24419,20220,4199,619,441,178,0.828044,0.171956,,,,,36,2,1,0,,,16.0,20.0,,,,,,,,86.0,,,210,177,33,10,0,10,-13,-13,0,0,0,0,,,,16,253,12,15,14,0.75,0.57,0.86,1.03,0.952,1.108,"local","1"
2020-04-06,2020-07-10T16:15:00.000+02:00,,2987,,2478,492,77,,94,33,0.83434,0.16566,0.4973,0.5027,,,46.0,2179,59,770,16,25482,,21213,4269,1028,,829,199,0.825189,0.174811,,,,,25427,21028,4399,1008,808,200,0.826995,0.173005,,,,,38,2,1,0,,,17.0,21.0,,,,,,,,86.0,,,211,180,31,10,0,10,1,3,-2,0,0,0,,,,15,310,57,43,13,0.64,0.49,0.79,1.027,0.948,1.106,"local","1,2"
2020-04-07,2020-07-10T16:15:00.000+02:00,,3074,,2524,510,87,,46,18,0.83191,0.16809,0.496,0.504,,,46.0,2041,-138,990,220,26612,,22097,4515,1130,,884,246,0.823844,0.176156,,,,,26529,21889,4640,1102,861,241,0.825097,0.174903,,,,,43,5,1,0,,,18.0,25.0,,,,,,,,86.0,,,210,179,31,10,0,10,-1,-1,0,0,0,0,,,,15,354,44,40,13,0.71,0.55,0.86,0.995,0.92,1.07,"local","1,2"
2020-04-08,2020-07-10T16:15:00.000+02:00,,3154,,2594,521,80,,70,11,0.83274,0.16726,0.496,0.504,,,46.0,1936,-105,1172,182,27623,,22888,4735,1011,,791,220,0.828585,0.171415,,,,,27502,22642,4860,973,753,220,0.823286,0.176714,,,,,46,3,1,0,,,20.0,26.0,,,,,,,84.0,87.0,,,222,189,33,10,0,10,12,10,2,0,0,0,,,,14,374,20,28,13,0.64,0.46,0.78,0.943,0.869,1.016,"local","1,2"
2020-04-09,2020-07-10T16:15:00.000+02:00,,3225,,2644,579,71,,50,58,0.82035,0.17965,0.495,0.505,,,46.0,1847,-89,1329,157,28497,,23587,4910,874,,699,175,0.827701,0.172299,,,,,28349,23317,5032,847,675,172,0.822498,0.177502,,,,,49,3,1,0,,,21.0,28.0,,,,,,,,87.0,,,214,185,29,10,0,10,-8,-4,-4,0,0,0,,,,13,412,38,22,13,0.64,0.41,0.74,0.92,0.847,0.993,"local","1,2"
2020-04-10,2020-07-10T16:15:00.000+02:00,,3273,,2679,591,48,,35,12,0.81927,0.18073,0.495,0.505,,,46.0,1660,-187,1559,230,29185,,24110,5075,688,,523,165,0.826109,0.173891,,,,,29005,23808,5197,656,491,165,0.820824,0.179176,,,,,54,5,1,0,,,25.0,30.0,,,,,,,,87.0,,,214,186,28,10,0,10,0,1,-1,0,0,0,,,,12,444,32,43,13,0.65,0.44,0.78,0.96,0.887,1.033,"local","1,2"
2020-04-11,2020-07-10T16:15:00.000+02:00,,3285,,2685,596,12,,6,5,0.81835,0.18165,0.495,0.505,,,46.0,1488,-172,1739,180,29520,,24360,5160,335,,250,85,0.825203,0.174797,,,,,29319,24038,5281,314,230,84,0.819878,0.180122,,,,,58,4,1,0,,,25.0,33.0,,,,,,,,85.0,,,202,172,30,10,0,10,-12,-14,2,0,0,0,,,,12,465,21,35,12,0.42,0.28,0.62,0.906,0.833,0.978,"local","1,2"
2020-04-12,2020-07-10T16:15:00.000+02:00,,3304,,2694,598,19,,9,2,0.81835,0.18165,0.495,0.505,,,46.0,1384,-104,1858,119,29736,,24534,5202,216,,174,42,0.825061,0.174939,,,,,29530,24207,5323,211,169,42,0.819743,0.180257,,,,,62,4,1,0,,,26.0,36.0,,,,,,,,85.0,,,214,183,31,10,0,9,12,11,1,0,0,-1,,,,11,467,2,7,11,0.54,0.38,0.74,0.84,0.767,0.912,"local","1,2"
2020-04-13,2020-07-10T16:15:00.000+02:00,,3307,,2707,600,3,,13,2,0.81857,0.18143,0.495,0.505,,,46.0,1346,-38,1896,38,29794,,24587,5207,58,,53,5,0.825233,0.174767,,,,,29583,24255,5328,53,48,5,0.819897,0.180103,,,,,65,3,1,0,,,27.0,38.0,,,,,,,,85.0,,,194,161,33,9,0,9,-20,-22,2,-1,0,0,,,,9,486,19,17,11,0.65,0.39,0.77,0.821,0.747,0.895,"local","2"
2020-04-14,2020-07-10T16:15:00.000+02:00,,3383,,2760,613,76,,53,13,0.81826,0.18174,0.495,0.505,,,46.0,1256,-90,2059,163,31237,,25697,5540,1443,,1110,333,0.822646,0.177354,,,,,30893,25248,5645,1310,993,317,0.817273,0.182727,,,,,68,3,1,0,,,29.0,39.0,,,,,,,,84.0,,,197,163,34,9,0,9,3,2,1,0,0,0,,,,9,526,40,21,12,0.52,0.26,0.64,0.813,0.738,0.889,"local","1,2"
2020-04-15,2020-07-10T16:15:00.000+02:00,,3433,,2830,614,50,,70,1,0.82172,0.17828,0.494,0.506,,,46.0,1192,-64,2173,114,32080,,26343,5737,843,,646,197,0.821166,0.178834,,,,,31675,25838,5837,782,590,192,0.815722,0.184278,,,,,68,0,1,0,0.65,,29.0,39.0,,,0.43,0.57,,,83.0,85.0,53.0,96.0,179,144,35,9,0,9,-18,-19,1,0,0,0,,,,8,552,26,38,13,0.65,0.36,0.76,0.85,0.775,0.926,"local","1,2"
2020-04-16,2020-07-10T16:15:00.000+02:00,,3477,,2858,622,44,,28,8,0.82126,0.17874,0.495,0.505,,,46.0,1049,-143,2357,184,32967,,27067,5900,887,,724,163,0.821033,0.178967,,,,,32496,26503,5993,821,665,156,0.815577,0.184423,,,,,71,3,1,0,0.671,,31.0,40.0,,,0.443,0.557,,,,84.5,,,189,157,32,9,0,9,10,13,-3,0,0,0,,,,9,579,27,21,14,0.71,0.48,0.88,0.877,0.801,0.953,"local","1,2"
2020-04-17,2020-07-10T16:15:00.000+02:00,,3532,,2907,630,55,,49,8,0.82188,0.17812,0.493,0.507,,,46.0,984,-65,2477,120,33919,,27845,6074,952,,778,174,0.820926,0.179074,,,,,33378,27207,6171,882,704,178,0.815118,0.184882,,,,,71,0,1,0,0.671,,31.0,40.0,,,0.443,0.557,,,,84.5,,,171,141,30,9,0,9,-18,-16,-2,0,0,0,,,,9,601,22,22,13,0.71,0.49,0.9,0.85,0.774,0.926,"local","1,2"
2020-04-18,2020-07-10T16:15:00.000+02:00,,3551,,2917,633,19,,10,3,0.82169,0.17831,0.493,0.507,,,46.0,883,-101,2594,117,34434,,28255,6179,515,,410,105,0.820555,0.179445,,,,,33862,27581,6281,484,374,110,0.814512,0.185488,,,,,74,3,1,0,0.6,,33.0,41.0,,,0.467,0.533,,,,85.0,,,183,152,31,9,0,9,12,11,1,0,0,0,,,,9,627,26,24,13,0.94,0.66,1.07,0.863,0.787,0.939,"local","1,2"
2020-04-19,2020-07-10T16:15:00.000+02:00,,3559,,2921,637,8,,4,4,0.82097,0.17903,0.493,0.507,,,46.0,818,-65,2666,72,34570,,28359,6211,136,,104,32,0.820336,0.179664,,,,,33994,27682,6312,132,101,31,0.81432,0.18568,,,,,75,1,1,0,0.68,,34.0,41.0,,,0.453,0.547,,,,85.0,,,178,148,30,8,0,9,-5,-4,-1,-1,0,0,,,,9,637,10,26,13,0.88,0.62,1.02,0.827,0.751,0.904,"local","1"
2020-04-20,2020-07-10T16:15:00.000+02:00,,3590,,2951,667,31,,30,30,0.81564,0.18436,0.491,0.509,,,46.0,799,-19,2713,47,35537,,29104,6433,967,,745,222,0.818977,0.181023,,,,,34901,28375,6526,907,693,214,0.813014,0.186986,,,,,78,3,1,0,0.679,,35.0,43.0,,,0.449,0.551,,,83.0,85.0,,,180,149,31,7,0,8,2,1,1,-1,0,-1,,,,12,670,33,16,14,0.75,0.5,0.9,0.818,0.74,0.896,"local","1,2"
2020-04-21,2020-07-10T16:15:00.000+02:00,,3638,,2973,681,48,,22,14,0.81363,0.18637,0.489,0.511,,,46.0,764,-35,2794,81,36395,,29717,6678,858,,613,245,0.816513,0.183487,,,,,35708,28939,6769,807,564,243,0.810435,0.189565,,,,,80,2,1,0,0.654,,35.0,45.0,,,0.432,0.568,,,83.0,85.0,,,178,147,31,7,0,7,-2,-2,0,0,0,-1,,,,11,711,41,34,12,0.74,0.52,0.93,0.857,0.779,0.936,"local","1,2"
2020-04-22,2020-07-10T16:15:00.000+02:00,,3656,,2979,686,18,,6,5,0.81282,0.18718,0.489,0.511,,,46.0,700,-64,2875,81,37526,,30586,6940,1131,,869,262,0.815062,0.184938,,,,,36804,29763,7041,1096,824,272,0.808689,0.191311,,,,,81,1,1,0,0.659,,36.0,45.0,,,0.44,0.56,,,83.0,85.0,,,171,143,28,6,0,7,-7,-4,-3,-1,0,0,,,,12,728,17,27,12,0.64,0.39,0.81,0.833,0.754,0.911,"local","1,2"
2020-04-23,2020-07-10T16:15:00.000+02:00,,3676,,2998,697,20,,19,11,0.81137,0.18863,0.49,0.51,,,46.0,639,-61,2953,78,38242,,31146,7096,716,,560,156,0.814445,0.185555,,,,,37486,30294,7192,682,531,151,0.808142,0.191858,,,,,84,3,1,0,0.667,,37.0,47.0,,,0.453,0.547,,,83.0,85.0,,,157,133,24,5,0,6,-14,-10,-4,-1,0,-1,,,,11,760,32,,11,0.71,0.4,0.84,0.81,0.731,0.889,"local","1,2"
