"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_new_prop_positive","tests_residents_new_prop_positive","tests_lst_new_prop_positive","tests_tracing_new_prop_positive","tests_diagnostic_new_prop_positive","tests_airport_new_prop_positive","tests_lst_residents_new_prop_positive","tests_tracing_residents_new_prop_positive","tests_diagnostic_residents_new_prop_positive","tests_airport_residents_new_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","vaccination_doses_received","vaccination_doses_received_new","vaccination_doses_administered","vaccination_doses_administered_new","vaccination_persons","vaccination_persons_new","vaccination_persons_residents","vaccination_persons_residents_new","state","flags"
2020-03-17,2020-08-27T17:45:00.000+02:00,,222,123,198,109,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,676,1512,579,273,97,,,,,,,,,,,,,,,,,,,,,,,,,0.84954,0.15046,,,,,,,,,,,0.18195,0.18826,,,,,,,,,1747,650,1484,560,263,90,0.848,0.152,,,,,3,2,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,3,12,1,0,3,219,121,219,121,0,0,0,,,,,,,,,,"local",""
2020-03-18,2020-08-27T17:45:00.000+02:00,,381,159,346,148,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2741,956,2393,881,348,75,,,,,,,,,,,,,,,,,,,,,,,,,0.8762,0.1238,,,,,,,,,,,0.16632,0.16799,,,,,,,,,2698,951,2360,876,338,75,0.8732,0.1268,,,,,3,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,3,15,3,0,3,378,159,378,159,0,0,0,,,,,,,,,,"local",""
2020-03-19,2020-08-27T17:45:00.000+02:00,,524,143,482,136,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3722,981,3294,901,428,80,,,,,,,,,,,,,,,,,,,,,,,,,0.88798,0.11202,,,,,,,,,,,0.14577,0.15094,,,,,,,,,3669,971,3252,892,417,79,0.88526,0.11474,,,,,4,1,,,,,,,,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,4,15,0,0,2,520,142,520,142,0,0,0,,,,,,,,,,"local",""
2020-03-20,2020-08-27T17:45:00.000+02:00,,699,175,650,168,49,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851,1129,4289,995,562,134,,,,,,,,,,,,,,,,,,,,,,,,,0.88738,0.11262,,,,,,,,,,,0.155,0.16884,,,,,,,,,4777,1108,4231,979,546,129,0.88453,0.11547,,,,,6,2,,,,,,,,,,,,,21,20,18,17,3,3,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,5,17,2,0,2,693,173,693,173,0,0,0,,,,,,,,,,"local",""
2020-03-21,2020-08-27T17:45:00.000+02:00,,826,127,769,119,57,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342,491,4727,438,615,53,,,,,,,,,,,,,,,,,,,,,,,,,0.88819,0.11181,,,,,,,,,,,0.25866,0.27169,,,,,,,,,5259,482,4661,430,598,52,0.88505,0.11495,,,,,7,1,,,,,,,,,,,,,62,41,56,38,6,3,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,6,18,1,8,2,819,126,819,126,0,0,0,,,,,,,,,,"local",""
2020-03-22,2020-08-27T17:45:00.000+02:00,,847,21,790,21,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363,21,4748,21,615,0,,,,,,,,,,,,,,,,,,,,,,,,,0.88864,0.11136,,,,,,,,,,,1.0,1.0,,,,,,,,,5280,21,4682,21,598,0,0.88549,0.11451,,,,,7,0,,,,,,,,,,,,,65,3,63,7,2,-4,,,,,,,,,,,,,,,3,3,0,0,3,3,,,,7,23,5,0,2,840,21,840,21,0,0,0,,,,,,,,,,"local",""
2020-03-23,2020-08-27T17:45:00.000+02:00,,1089,242,1009,219,80,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584,1221,5852,1104,732,117,,,,,,,,,,,,,,,,,,,,,,,,,0.89162,0.10838,,,,,,,,,,,0.1982,0.19837,,,,,,,,,6477,1197,5765,1083,712,114,0.88595,0.11405,,,,,7,0,,,,,,,,,,,,,73,8,71,8,2,0,,,,,,,,,,,,,,,5,2,0,0,5,2,,,,10,29,6,2,3,1082,242,1082,242,0,0,0,,,,,,,,,,"local",""
2020-03-24,2020-08-27T17:45:00.000+02:00,,1282,193,1182,173,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7589,1005,6737,885,852,120,,,,,,,,,,,,,,,,,,,,,,,,,0.88998,0.11002,,,,,,,,,,,0.19204,0.19548,,,,,,,,,7452,975,6622,857,830,118,0.88206,0.11794,,,,,7,0,,,,,,,,,,,,,99,26,97,26,2,0,,,,,,,,,,,,,,,7,2,0,0,7,2,,,,11,31,2,4,3,1275,193,1275,193,0,0,0,,,,,,,,,,"local",""
2020-03-25,2020-08-27T17:45:00.000+02:00,,1452,170,1331,149,121,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8617,1028,7637,900,980,128,,,,,,,,,,,,,,,,,,,,,,,,,0.88791,0.11209,,,,,,,,,,,0.16537,0.16556,,,,,,,,,8441,989,7485,863,956,126,0.87972,0.12028,,,,,9,2,,,,,,,,,,,,,142,43,128,31,14,12,,,,,,,,,,,,,,,7,0,0,0,7,0,,,,14,33,2,11,3,1440,165,1440,165,3,3,3,,,,,,,,,,"local",""
2020-03-26,2020-08-28T16:30:00.000+02:00,,1715,263,1532,201,183,62,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,14354,5737,12234,4597,2120,1140,,,,,,,,,,,,,,,,,,,,,,,,,0.858815,0.141185,,,,,,,,,,,0.04584,0.04372,,,,,,,,,13928,5487,11892,4407,2036,1080,0.852676,0.147324,,,,,9,0,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,,,,,,,,,,,,,,,6,-1,0,0,6,-1,,,,16,44,11,14,4,1702,262,1702,262,4,1,4,,,,,,,,,,"local",""
2020-03-27,2020-08-27T17:45:00.000+02:00,,1912,197,1685,153,227,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15672,1318,13316,1082,2356,236,,,,,,,,,,,,,,,,,,,,,,,,,0.855635,0.144365,,,,,,,,,,,0.14947,0.1414,,,,,,,,,15166,1238,12904,1012,2262,226,0.85001,0.14999,,,,,14,5,,,,,,,,,,,,,148,8,128,8,20,0,,,,,,,,,,,,,,,6,0,0,0,6,0,,,,18,48,4,13,4,1881,179,1881,179,17,13,17,,,,,,,,,,"local",""
2020-03-28,2020-08-27T17:45:00.000+02:00,,2039,127,1782,97,257,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16734,1062,14140,824,2594,238,,,,,,,,,,,,,,,,,,,,,,,,,0.851193,0.148807,,,,,,,,,,,0.11959,0.11772,,,,,,,,,16138,972,13653,749,2485,223,0.845426,0.154574,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,,,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,55,7,9,5,1980,99,1980,99,42,25,42,,,,,,,,,,"local",""
2020-03-29,2020-08-27T17:45:00.000+02:00,,2083,44,1815,33,268,11,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,17104,370,14413,273,2691,97,,,,,,,,,,,,,,,,,,,,,,,,,0.849295,0.150705,,,,,,,,,,,0.11892,0.12088,,,,,,,,,16459,321,13893,240,2566,81,0.843596,0.156404,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,,,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,56,1,13,5,2000,20,2000,20,62,20,62,,,,,,,,,,"local",""
2020-03-30,2020-08-27T17:45:00.000+02:00,,2255,172,1952,137,303,35,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,18450,1346,15489,1076,2961,270,,,,,,,,,,,,,,,,,,,,,,,,,0.846511,0.153489,,,,,,,,,,,0.12779,0.12732,,,,,,,,,17672,1213,14870,977,2802,236,0.841102,0.158898,,,,,22,1,,,,,,,,,,,,,180,-1,156,-4,24,3,,,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,75,19,4,7,2171,171,2171,171,62,0,62,,,,,,,,,,"local",""
2020-03-31,2020-08-27T17:45:00.000+02:00,,2367,112,2038,86,329,26,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,19681,1231,16425,936,3256,295,,,,,,,,,,,,,,,,,,,,,,,,,0.841452,0.158548,,,,,,,,,,,0.09098,0.09188,,,,,,,,,18786,1114,15714,844,3072,270,0.836146,0.163854,,,,,26,4,,,,,,,,,,,,,189,9,163,7,26,2,,,,,,,,,,,,,,,6,0,0,0,6,0,,,,20,91,16,21,9,2247,76,2247,76,94,32,94,,,,,,,,,,"local",""
2020-04-01,2020-08-27T17:45:00.000+02:00,,2558,191,2157,119,401,72,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,21192,1511,17605,1180,3587,331,,,,,,,,,,,,,,,,,,,,,,,,,0.837518,0.162482,,,,,,,,,,,0.12641,0.10085,,,,,,,,,20196,1410,16817,1103,3379,307,0.832334,0.167666,,,,,27,1,,,,,,,,,,,,,193,4,166,3,27,1,,,,,,,,,,,,,,,6,0,0,0,6,0,,,,19,102,11,26,10,2334,87,2334,87,197,103,197,,,,,,,,,,"local",""
2020-04-02,2020-08-27T17:45:00.000+02:00,,2687,129,2266,109,421,20,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,22777,1585,18946,1341,3831,244,,,,,,,,,,,,,,,,,,,,,,,,,0.838275,0.161725,,,,,,,,,,,0.08139,0.08128,,,,,,,,,21620,1424,18020,1203,3600,221,0.832971,0.167029,,,,,28,1,1,,,,,,,,,86.0,,,214,21,184,18,30,3,,,,,,,,,,,,,,,10,4,0,0,10,4,,,,19,111,9,31,10,2318,-16,2318,-16,341,144,341,,,,,,,,,,"local",""
