"date","date_published","spatial_unit","cases","cases_new","cases_residents","cases_residents_new","cases_nonresidents","cases_nonresidents_new","cases_diagnostic","cases_diagnostic_new","cases_diagnostic_residents","cases_diagnostic_residents_new","cases_diagnostic_nonresidents","cases_diagnostic_nonresidents_new","cases_lst","cases_lst_new","cases_lst_residents","cases_lst_residents_new","cases_lst_nonresidents","cases_lst_nonresidents_new","cases_airport","cases_airport_new","cases_airport_residents","cases_airport_residents_new","cases_airport_nonresidents","cases_airport_nonresidents_new","cases_tracing","cases_tracing_new","cases_tracing_residents","cases_tracing_residents_new","cases_tracing_nonresidents","cases_tracing_nonresidents_new","cases_residents_prop","cases_nonresidents_prop","cases_sex_f_prop","cases_sex_m_prop","cases_sex_x_prop","cases_sex_u_prop","cases_residents_sex_f_prop","cases_residents_sex_m_prop","cases_residents_sex_x_prop","cases_residents_sex_u_prop","cases_age_mean","cases_residents_age_mean","tests","tests_new","tests_residents","tests_residents_new","tests_nonresidents","tests_nonresidents_new","tests_diagnostic","tests_diagnostic_new","tests_diagnostic_residents","tests_diagnostic_residents_new","tests_diagnostic_nonresidents","tests_diagnostic_nonresidents_new","tests_lst","tests_lst_new","tests_lst_residents","tests_lst_residents_new","tests_lst_nonresidents","tests_lst_nonresidents_new","tests_airport","tests_airport_new","tests_airport_residents","tests_airport_residents_new","tests_airport_nonresidents","tests_airport_nonresidents_new","tests_tracing","tests_tracing_new","tests_tracing_residents","tests_tracing_residents_new","tests_tracing_nonresidents","tests_tracing_nonresidents_new","tests_residents_prop","tests_nonresidents_prop","tests_sex_f_prop","tests_sex_m_prop","tests_sex_x_prop","tests_sex_u_prop","tests_residents_sex_f_prop","tests_residents_sex_m_prop","tests_residents_sex_x_prop","tests_residents_sex_u_prop","tests_age_mean","tests_residents_age_mean","tests_prop_positive","tests_residents_prop_positive","tested","tested_new","tested_residents","tested_residents_new","tested_nonresidents","tested_nonresidents_new","tested_residents_prop","tested_nonresidents_prop","tested_sex_f_prop","tested_sex_m_prop","tested_sex_x_prop","tested_sex_u_prop","deaths","deaths_new","deaths_transfer","deaths_transfer_new","deaths_hospital_prop","deaths_nonhospital_prop","deaths_sex_f_prop","deaths_sex_m_prop","deaths_sex_x_prop","deaths_sex_u_prop","deaths_age_mean","deaths_age_median","deaths_age_min","deaths_age_max","hospital_total","hospital_total_change","hospital_normal","hospital_normal_change","hospital_intensive","hospital_intensive_change","hospital_total_confirmed","hospital_total_confirmed_change","hospital_normal_confirmed","hospital_normal_confirmed_change","hospital_intensive_confirmed","hospital_intensive_confirmed_change","hospital_total_suspected","hospital_total_suspected_change","hospital_normal_suspected","hospital_normal_suspected_change","hospital_intensive_suspected","hospital_intensive_suspected_change","hospital_normal_isolated","hospital_intensive_isolated","hospital_total_transfer","hospital_total_transfer_change","hospital_normal_transfer","hospital_normal_transfer_change","hospital_intensive_transfer","hospital_intensive_transfer_change","hospital_admissions","hospital_admissions_new","hospital_admissions_new_all","hospital_admissions_new_ma7","hospital_discharges","hospital_discharges_new","hospital_discharges_new_all","hospital_discharges_new_ma7","active","active_change","active_residents","active_residents_change","recovered","recovered_new","recovered_residents","recovered_residents_change","state","flags"
2020-03-05,2020-10-30T15:10:00.000+01:00,,2,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6,29,5,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0.757,0.243,,,,,,,,,,,,,37,6,28,5,9,1,0.737,0.263,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,2,1,,,,,,,"import",""
2020-03-06,2020-10-30T15:10:00.000+01:00,,3,1,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9,35,6,13,3,,,,,,,,,,,,,,,,,,,,,,,,,0.739,0.261,,,,,,,,,,,,,46,9,34,6,12,3,0.723,0.277,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,3,1,,,,,,,"import",""
2020-03-07,2020-10-30T15:10:00.000+01:00,,4,1,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,41,6,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.231,,,,,,,,,,,,,52,6,40,6,12,0,0.755,0.245,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,4,1,,,,,,,"import",""
2020-03-08,2020-11-10T17:20:00.000+01:00,,4,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,41,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.231,,,,,,,,,,,,,52,0,40,0,12,0,0.755,0.245,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,4,0,,,,,,,,""
2020-03-09,2020-10-30T15:10:00.000+01:00,,4,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,16,56,15,14,1,,,,,,,,,,,,,,,,,,,,,,,,,0.809,0.191,,,,,,,,,,,,,68,16,55,15,13,1,0.797,0.203,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,4,0,,,0,,,,"import",""
2020-03-10,2020-10-30T15:10:00.000+01:00,,4,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,25,77,21,18,4,,,,,,,,,,,,,,,,,,,,,,,,,0.817,0.183,,,,,,,,,,,,,93,25,76,21,17,4,0.809,0.191,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,3,3,0,0,4,0,,,0,0,,,,""
2020-03-11,2020-10-30T15:10:00.000+01:00,,6,2,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,51,111,34,35,17,,,,,,,,,,,,,,,,,,,,,,,,,0.7639,0.2361,,,,,,,,,,,,,144,51,110,34,34,17,0.7586,0.2414,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,3,0,0,0,6,2,,,0,0,,,"local",""
2020-03-12,2020-10-30T15:10:00.000+01:00,,21,15,17,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,199,282,171,63,28,,,,,,,,,,,,,,,,,,,,,,,,,0.8198,0.1802,,,,,,,,,,,,,343,199,281,171,62,28,0.8174,0.1826,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,4,1,0,1,21,15,,,0,0,,,"local",""
2020-03-13,2020-10-30T15:10:00.000+01:00,,45,24,39,22,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,205,465,183,85,22,,,,,,,,,,,,,,,,,,,,,,,,,0.8464,0.1536,,,,,,,,,,,,,547,204,463,182,84,22,0.8434,0.1566,,,,,1,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,7,3,0,1,45,24,,,0,0,,,"local",""
2020-03-14,2020-10-30T15:10:00.000+01:00,,66,21,57,18,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,107,557,92,100,15,,,,,,,,,,,,,,,,,,,,,,,,,0.8456,0.1544,,,,,,,,,,,,,653,106,554,91,99,15,0.843,0.157,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,7,0,0,1,66,21,,,0,0,,,"local",""
2020-03-15,2020-10-30T15:10:00.000+01:00,,66,0,57,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,25,575,18,107,7,,,,,,,,,,,,,,,,,,,,,,,,,0.8392,0.1608,,,,,,,,,,,,,677,24,571,17,106,7,0.8368,0.1632,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,7,0,0,1,66,0,,,0,0,,,"local",""
2020-03-16,2020-11-09T17:15:00.000+01:00,,99,33,89,32,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,427,933,358,176,69,,,,,,,,,,,,,,,,,,,,,,,,,0.83971,0.16029,,,,,,,,,,,,,1097,420,924,353,173,67,0.83818,0.16182,,,,,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,,,,3,11,4,0,4,98,32,88,,0,0,0,,"local",""
2020-03-17,2020-12-08T17:40:00.000+01:00,,222,123,197,108,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,676,1511,578,274,98,,,,,,,,,,,,,,,,,,,,,,,,,0.84954,0.15046,,,,,,,,,,,,,1747,650,1484,560,263,90,0.848,0.152,,,,,3,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,4,12,1,0,3,219,121,194,106,0,0,0,,"local",""
2020-03-18,2020-12-08T17:40:00.000+01:00,,382,160,346,149,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742,957,2393,882,349,75,,,,,,,,,,,,,,,,,,,,,,,,,0.8762,0.1238,,,,,,,,,,,,,2698,951,2360,876,338,75,0.8732,0.1268,,,,,3,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,4,15,3,0,3,378,159,343,149,0,0,0,,"local",""
2020-03-19,2020-12-08T17:40:00.000+01:00,,525,143,482,136,43,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723,981,3294,901,429,80,,,,,,,,,,,,,,,,,,,,,,,,,0.88798,0.11202,,,,,,,,,,,,,3669,971,3252,892,417,79,0.88526,0.11474,,,,,4,1,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,6,15,0,0,2,520,142,478,135,0,0,0,,"local",""
2020-03-20,2020-12-08T17:40:00.000+01:00,,700,175,650,168,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852,1129,4289,995,563,134,,,,,,,,,,,,,,,,,,,,,,,,,0.88738,0.11262,,,,,,,,,,,,,4777,1108,4231,979,546,129,0.88453,0.11547,,,,,6,2,,,,,,,,,,,,,21,20,18,17,3,3,21,20,18,17,3,3,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,7,17,2,0,2,693,173,644,166,0,0,0,,"local",""
2020-03-21,2020-12-08T17:40:00.000+01:00,,827,127,769,119,58,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343,491,4727,438,616,53,,,,,,,,,,,,,,,,,,,,,,,,,0.88819,0.11181,,,,,,,,,,,,,5259,482,4661,430,598,52,0.88505,0.11495,,,,,7,1,,,,,,,,,,,,,62,41,56,38,6,3,62,41,56,38,6,3,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,7,18,1,8,2,819,126,762,118,0,0,0,,"local",""
2020-03-22,2020-12-08T17:40:00.000+01:00,,848,21,790,21,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364,21,4748,21,616,0,,,,,,,,,,,,,,,,,,,,,,,,,0.88864,0.11136,,,,,,,,,,,,,5280,21,4682,21,598,0,0.88549,0.11451,,,,,7,0,,,,,,,,,,,,,65,3,63,7,2,-4,65,3,63,7,2,-4,0,0,0,0,0,0,,,3,3,0,0,3,3,,,,8,23,5,0,2,840,21,783,21,0,0,0,,"local",""
2020-03-23,2020-12-08T17:40:00.000+01:00,,1090,242,1009,219,81,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6585,1221,5852,1104,733,117,,,,,,,,,,,,,,,,,,,,,,,,,0.89162,0.10838,,,,,,,,,,,,,6477,1197,5765,1083,712,114,0.88595,0.11405,,,,,7,0,,,,,,,,,,,,,73,8,71,8,2,0,73,8,71,8,2,0,0,0,0,0,0,0,,,5,2,0,0,5,2,,,,11,29,6,2,3,1082,242,1002,219,0,0,0,,"local",""
2020-03-24,2020-12-08T17:40:00.000+01:00,,1283,193,1182,173,101,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7590,1005,6737,885,853,120,,,,,,,,,,,,,,,,,,,,,,,,,0.88998,0.11002,,,,,,,,,,,,,7452,975,6622,857,830,118,0.88206,0.11794,,,,,7,0,,,,,,,,,,,,,99,26,97,26,2,0,99,26,97,26,2,0,0,0,0,0,0,0,,,7,2,0,0,7,2,,,,13,31,2,4,3,1275,193,1175,173,0,0,0,,"local",""
2020-03-25,2020-12-08T17:40:00.000+01:00,,1453,170,1331,149,122,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8618,1028,7637,900,981,128,,,,,,,,,,,,,,,,,,,,,,,,,0.88791,0.11209,,,,,,,,,,,,,8441,989,7485,863,956,126,0.87972,0.12028,,,,,9,2,,,,,,,,,,,,,142,43,128,31,14,12,142,43,128,31,14,12,0,0,0,0,0,0,,,7,0,0,0,7,0,,,,16,33,2,11,3,1440,165,1319,144,3,3,3,,"local",""
2020-03-26,2020-12-08T17:40:00.000+01:00,,1716,263,1532,201,184,62,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.54,,,,,,,46.0,,14355,5737,12234,4597,2121,1140,,,,,,,,,,,,,,,,,,,,,,,,,0.858815,0.141185,,,,,,,,,,,,,13928,5487,11892,4407,2036,1080,0.852676,0.147324,,,,,9,0,,,,,,,,,80.0,,53.0,,140,-2,120,-8,20,6,140,-2,120,-8,20,6,0,0,0,0,0,0,,,6,-1,0,0,6,-1,,,,18,44,11,14,4,1702,262,1519,200,4,1,4,,"local",""
2020-03-27,2020-12-08T17:40:00.000+01:00,,1913,197,1684,152,229,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15673,1318,13315,1081,2358,237,,,,,,,,,,,,,,,,,,,,,,,,,0.855635,0.144365,,,,,,,,,,,0.1487,0.1407,15166,1238,12904,1012,2262,226,0.85001,0.14999,,,,,14,5,,,,,,,,,,,,,148,8,128,8,20,0,148,8,128,8,20,0,0,0,0,0,0,0,,,6,0,0,0,6,0,,,,20,48,4,13,4,1881,179,1659,140,17,13,11,,"local",""
2020-03-28,2020-12-08T17:40:00.000+01:00,,2040,127,1781,97,259,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16735,1062,14139,824,2596,238,,,,,,,,,,,,,,,,,,,,,,,,,0.851193,0.148807,,,,,,,,,,,0.1196,0.1177,16138,972,13653,749,2485,223,0.845426,0.154574,,,,,17,3,,,,,,,,,,,,,175,27,152,24,23,3,175,27,152,24,23,3,0,0,0,0,0,0,,,6,0,0,0,6,0,,,,21,55,7,9,5,1980,99,1737,78,42,25,27,,"local",""
2020-03-29,2020-12-08T17:40:00.000+01:00,,2084,44,1814,33,270,11,,,,,,,,,,,,,,,,,,,,,,,,,0.87173,0.12827,,,,,,,,,,,17105,370,14412,273,2693,97,,,,,,,,,,,,,,,,,,,,,,,,,0.849295,0.150705,,,,,,,,,,,0.1189,0.1209,16459,321,13893,240,2566,81,0.843596,0.156404,,,,,21,4,,,,,,,,,,,,,181,6,160,8,21,-2,181,6,160,8,21,-2,0,0,0,0,0,0,,,6,0,0,0,6,0,,,,21,56,1,13,5,2000,20,1757,20,62,20,36,,"local",""
2020-03-30,2020-12-08T17:40:00.000+01:00,,2256,172,1951,137,305,35,,,,,,,,,,,,,,,,,,,,,,,,,0.86455,0.13545,,,,,,,,,,,18451,1346,15488,1076,2963,270,,,,,,,,,,,,,,,,,,,,,,,,,0.846511,0.153489,,,,,,,,,,,0.127,0.1273,17672,1213,14870,977,2802,236,0.841102,0.158898,,,,,22,1,,,,,,,,,,,,,174,-7,150,-10,24,3,174,-7,150,-10,24,3,0,0,0,0,0,0,,,6,0,0,0,6,0,,,,20,75,19,4,7,2171,171,1893,136,62,0,36,,"local",""
2020-03-31,2020-12-08T17:40:00.000+01:00,,2368,112,2037,86,331,26,,,,,,,,,,,,,,,,,,,,,,,,,0.85899,0.14101,,,,,,,,,,,19682,1231,16424,936,3258,295,,,,,,,,,,,,,,,,,,,,,,,,,0.841452,0.158548,,,,,,,,,,,0.091,0.0919,18786,1114,15714,844,3072,270,0.836146,0.163854,,,,,26,4,,,,,,,,,,,,,179,5,153,3,26,2,179,5,153,3,26,2,0,0,0,0,0,0,,,6,0,0,0,6,0,,,,20,91,16,21,9,2247,76,1952,59,94,32,59,,"local",""
2020-04-01,2020-12-08T17:40:00.000+01:00,,2559,191,2156,119,403,72,,,,,,,,,,,,,,,,,,,,,,,,,0.84399,0.15601,,,,,,,,,,,21193,1511,17604,1180,3589,331,,,,,,,,,,,,,,,,,,,,,,,,,0.837518,0.162482,,,,,,,,,,,0.1264,0.1008,20196,1410,16817,1103,3379,307,0.832334,0.167666,,,,,27,1,,,,,,,,,,,,,181,2,154,1,27,1,181,2,154,1,27,1,0,0,0,0,0,0,,,6,0,0,0,6,0,,,,19,102,11,26,10,2334,87,2010,58,197,103,119,,"local",""
2020-04-02,2020-12-08T17:40:00.000+01:00,,2688,129,2265,109,423,20,,,,,,,,,,,,,,,,,,,,,,,,,0.84265,0.15735,0.49,0.51,,,,,,,46.0,,22778,1585,18945,1341,3833,244,,,,,,,,,,,,,,,,,,,,,,,,,0.838275,0.161725,,,,,,,,,,,0.0814,0.0813,21620,1424,18020,1203,3600,221,0.832971,0.167029,,,,,28,1,1,,,,,,,,,86.0,,,201,20,171,17,30,3,201,20,171,17,30,3,0,0,0,0,0,0,,,10,4,0,0,10,4,,,,18,111,9,31,10,2318,-16,2010,0,341,144,227,,"local",""
2020-04-03,2020-12-08T17:40:00.000+01:00,,2805,117,2353,88,452,29,,,,,,,,,,,,,,,,,,,,,,,,,0.8395,0.1605,0.49,0.51,,,,,,,46.0,,24293,1515,20159,1214,4134,301,,,,,,,,,,,,,,,,,,,,,,,,,0.837282,0.162718,,,,,,,,,,,0.0773,0.0725,22963,1343,19118,1098,3845,245,0.831916,0.168084,,,,,29,1,1,0,,,,,,,,86.0,,,202,1,167,-4,35,5,202,1,167,-4,35,5,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,18,130,19,32,12,2301,-17,1997,-13,474,133,327,,"local",""
2020-04-04,2020-12-08T17:40:00.000+01:00,,2876,71,2412,59,464,12,,,,,,,,,,,,,,,,,,,,,,,,,0.83845,0.16155,0.49,0.51,,,,,,,46.0,,25306,1013,20983,824,4323,189,,,,,,,,,,,,,,,,,,,,,,,,,0.831215,0.16359,,,,,,,,,,,0.0701,0.0718,23837,874,19824,706,4013,168,0.831215,0.168785,,,,,34,5,1,0,,,,,,,,86.0,,,206,4,173,6,33,-2,206,4,173,6,33,-2,0,0,0,0,0,0,,,10,0,0,0,10,0,,,,16,143,13,44,13,2205,-96,1924,-73,636,162,454,,"local",""
